system,planet,msini_mjup,swept,ceiling_factor,mass_ceiling_mjup,inc_floor_deg,t_max_yr
TYC 1422-614-1,TYC 1422-614-1 b,2.5,True,2.6694671625540143,6.6736679063850355,22.0,543189.5981818428
TYC 1422-614-1,TYC 1422-614-1 c,10.0,True,2.6694671625540143,26.694671625540142,22.0,543189.5981818428
HIP 57274,HIP 57274 b,10.57,False,1.0,,90.0,22272.964312041848
HIP 57274,HIP 57274 c,0.40902369,True,1.0,0.40902369,90.0,22272.964312041848
HIP 57274,HIP 57274 d,0.5267,True,1.0,0.5267,90.0,22272.964312041848
HD 147873,HD 147873 b,5.14,True,3.627955278543301,18.647690131712565,15.999999999999996,319222.45617286063
HD 147873,HD 147873 c,2.3,True,3.627955278543301,8.34429714064959,15.999999999999996,319222.45617286063
HD 95089,HD 95089 b,1.26,True,3.627955278543301,4.571223650964559,15.999999999999996,1271457.95330014
HD 95089,HD 95089 c,3.45,True,3.627955278543301,12.51644571097439,15.999999999999996,1271457.95330014
47 UMa,47 UMa b,2.53,True,3.627955278543301,9.17872685471455,15.999999999999996,2951403.2748903106
47 UMa,47 UMa c,0.54,True,3.627955278543301,1.9590958504133826,15.999999999999996,2951403.2748903106
47 UMa,47 UMa d,1.64,True,3.627955278543301,5.9498466568110135,15.999999999999996,2951403.2748903106
HD 94890,HD 94890 b,2.13,True,4.809734344744131,10.244734154304998,12.000000000000002,2257659.1804325366
HD 94890,HD 94890 c,8.91,True,4.809734344744131,42.854733011670206,12.000000000000002,2257659.1804325366
Barnard's star,Barnard d,0.00082749,True,1.0,0.00082749,90.0,6407.1184774808835
Barnard's star,Barnard b,0.00094076,True,1.0,0.00094076,90.0,6407.1184774808835
Barnard's star,Barnard c,0.00105403,True,1.0,0.00105403,90.0,6407.1184774808835
Barnard's star,Barnard e,0.00060725,True,1.0,0.00060725,90.0,6407.1184774808835
