system,inclination_deg,mass_factor,draw,survived,t_end_yr,reason
24 Sex,90.0,1.0,0,False,668336.399922905,close_encounter
24 Sex,90.0,1.0,1,False,140.6138837315137,close_encounter
24 Sex,90.0,1.0,2,False,0.3149892744658788,close_encounter
24 Sex,90.0,1.0,3,True,1239698.8368269375,survived
24 Sex,90.0,1.0,4,False,205.3605351981203,close_encounter
24 Sex,90.0,1.0,5,False,31.77947055712544,close_encounter
24 Sex,90.0,1.0,6,False,877.7138177605431,close_encounter
24 Sex,90.0,1.0,7,True,1239698.89204882,survived
24 Sex,90.0,1.0,8,True,1239698.8959806333,survived
24 Sex,90.0,1.0,9,False,378.8731320964811,close_encounter
24 Sex,90.0,1.0,10,True,1239698.8407806603,survived
24 Sex,90.0,1.0,11,False,252.50524680401827,close_encounter
24 Sex,90.0,1.0,12,False,16.993957811647316,close_encounter
24 Sex,90.0,1.0,13,True,1239698.8537407487,survived
24 Sex,90.0,1.0,14,False,560.5968910747573,close_encounter
24 Sex,90.0,1.0,15,False,2.7316781237193433,close_encounter
24 Sex,90.0,1.0,16,False,80.75125086261944,close_encounter
24 Sex,90.0,1.0,17,False,71.17339958013218,close_encounter
24 Sex,90.0,1.0,18,True,1239698.852655096,survived
24 Sex,90.0,1.0,19,True,1239698.844314358,survived
24 Sex,85.0,1.0038198375433474,0,False,0.03617859163893711,close_encounter
24 Sex,85.0,1.0038198375433474,1,False,0.05440180696747321,close_encounter
24 Sex,85.0,1.0038198375433474,2,False,21211.884049140546,close_encounter
24 Sex,85.0,1.0038198375433474,3,False,12.250206557801086,close_encounter
24 Sex,85.0,1.0038198375433474,4,False,885698.2065951404,close_encounter
24 Sex,85.0,1.0038198375433474,5,False,92.46685378265248,close_encounter
24 Sex,85.0,1.0038198375433474,6,False,17.169817243428962,close_encounter
24 Sex,85.0,1.0038198375433474,7,False,285630.32874613453,close_encounter
24 Sex,85.0,1.0038198375433474,8,False,1194798.5187818743,close_encounter
24 Sex,85.0,1.0038198375433474,9,False,10.95469144752928,close_encounter
24 Sex,85.0,1.0038198375433474,10,False,80375.4336498004,escape
24 Sex,85.0,1.0038198375433474,11,False,15.73675225290044,close_encounter
24 Sex,85.0,1.0038198375433474,12,False,11.862227352167963,close_encounter
24 Sex,85.0,1.0038198375433474,13,False,2282.3702289764938,close_encounter
24 Sex,85.0,1.0038198375433474,14,True,1239698.8451866275,survived
24 Sex,85.0,1.0038198375433474,15,False,477.47702726109213,close_encounter
24 Sex,85.0,1.0038198375433474,16,True,1239698.856458498,survived
24 Sex,85.0,1.0038198375433474,17,False,16.89717578083005,close_encounter
24 Sex,85.0,1.0038198375433474,18,False,295.15907312248453,close_encounter
24 Sex,85.0,1.0038198375433474,19,True,1239698.8371483262,survived
24 Sex,80.0,1.0154266118857451,0,False,1136.5077518677385,close_encounter
24 Sex,80.0,1.0154266118857451,1,False,33.56963446094734,close_encounter
24 Sex,80.0,1.0154266118857451,2,False,539.4798702028799,close_encounter
24 Sex,80.0,1.0154266118857451,3,False,0.10332438548471612,close_encounter
24 Sex,80.0,1.0154266118857451,4,False,7.5519688763856765,close_encounter
24 Sex,80.0,1.0154266118857451,5,True,1239698.8713253797,survived
24 Sex,80.0,1.0154266118857451,6,True,1239698.8735881748,survived
24 Sex,80.0,1.0154266118857451,7,False,737816.9350190406,close_encounter
24 Sex,80.0,1.0154266118857451,8,False,9706.199148211394,close_encounter
24 Sex,80.0,1.0154266118857451,9,True,1239698.8479783172,survived
24 Sex,80.0,1.0154266118857451,10,False,38830.48020615975,escape
24 Sex,80.0,1.0154266118857451,11,False,195.0565348045087,close_encounter
24 Sex,80.0,1.0154266118857451,12,False,4.590321105608517,close_encounter
24 Sex,80.0,1.0154266118857451,13,False,9.046014865679254,close_encounter
24 Sex,80.0,1.0154266118857451,14,False,12.058739985416336,close_encounter
24 Sex,80.0,1.0154266118857451,15,True,1239698.8707141757,survived
24 Sex,80.0,1.0154266118857451,16,False,2845.088385770381,close_encounter
24 Sex,80.0,1.0154266118857451,17,False,0.06045808149709231,close_encounter
24 Sex,80.0,1.0154266118857451,18,False,24.31069356119824,close_encounter
24 Sex,80.0,1.0154266118857451,19,True,1239698.855275867,survived
24 Sex,75.0,1.035276180410083,0,False,2568.209789912573,close_encounter
24 Sex,75.0,1.035276180410083,1,True,1239698.8652780976,survived
24 Sex,75.0,1.035276180410083,2,True,1239698.8796623556,survived
24 Sex,75.0,1.035276180410083,3,False,734.8418148907155,close_encounter
24 Sex,75.0,1.035276180410083,4,False,58.51017204322146,close_encounter
24 Sex,75.0,1.035276180410083,5,False,2.7928134916668617,close_encounter
24 Sex,75.0,1.035276180410083,6,False,846671.9714697063,close_encounter
24 Sex,75.0,1.035276180410083,7,False,20029.252903556615,close_encounter
24 Sex,75.0,1.035276180410083,8,False,36.041772425522915,close_encounter
24 Sex,75.0,1.035276180410083,9,False,44.827837276682786,close_encounter
24 Sex,75.0,1.035276180410083,10,False,46.00281627443967,close_encounter
24 Sex,75.0,1.035276180410083,11,False,14.117760898712307,close_encounter
24 Sex,75.0,1.035276180410083,12,False,25903.105160406456,close_encounter
24 Sex,75.0,1.035276180410083,13,False,26597.151735434683,escape
24 Sex,75.0,1.035276180410083,14,True,1239698.8648000215,survived
24 Sex,75.0,1.035276180410083,15,False,10455.561598974133,close_encounter
24 Sex,75.0,1.035276180410083,16,False,2815.922986995692,close_encounter
24 Sex,75.0,1.035276180410083,17,False,860.6379586950569,close_encounter
24 Sex,75.0,1.035276180410083,18,False,1212.5919607528563,close_encounter
24 Sex,75.0,1.035276180410083,19,True,1239698.8881249577,survived
24 Sex,70.0,1.0641777724759123,0,False,74.2834762346684,close_encounter
24 Sex,70.0,1.0641777724759123,1,False,0.312164752777733,close_encounter
24 Sex,70.0,1.0641777724759123,2,True,1239698.847508596,survived
24 Sex,70.0,1.0641777724759123,3,False,103671.84991167346,escape
24 Sex,70.0,1.0641777724759123,4,False,0.04146097486323888,close_encounter
24 Sex,70.0,1.0641777724759123,5,True,1239698.8379523598,survived
24 Sex,70.0,1.0641777724759123,6,False,48.29417207232714,close_encounter
24 Sex,70.0,1.0641777724759123,7,False,77.42731868777776,close_encounter
24 Sex,70.0,1.0641777724759123,8,False,57.91664284389619,close_encounter
24 Sex,70.0,1.0641777724759123,9,False,362780.60353136563,close_encounter
24 Sex,70.0,1.0641777724759123,10,False,61.78032842504108,close_encounter
24 Sex,70.0,1.0641777724759123,11,False,136.38404242263553,close_encounter
24 Sex,70.0,1.0641777724759123,12,True,1239698.8756398133,survived
24 Sex,70.0,1.0641777724759123,13,False,2653.627432021123,close_encounter
24 Sex,70.0,1.0641777724759123,14,False,51.570638384844585,close_encounter
24 Sex,70.0,1.0641777724759123,15,False,6.898436875673966,close_encounter
24 Sex,70.0,1.0641777724759123,16,False,73.73014447688088,close_encounter
24 Sex,70.0,1.0641777724759123,17,True,1239698.875374492,survived
24 Sex,70.0,1.0641777724759123,18,False,46.47397908399036,close_encounter
24 Sex,70.0,1.0641777724759123,19,True,1239698.8783632326,survived
24 Sex,65.0,1.1033779189624917,0,False,3958.1582044594875,close_encounter
24 Sex,65.0,1.1033779189624917,1,False,136.15272347330443,close_encounter
24 Sex,65.0,1.1033779189624917,2,False,18.18723397673884,close_encounter
24 Sex,65.0,1.1033779189624917,3,False,365.5578262108066,close_encounter
24 Sex,65.0,1.1033779189624917,4,False,26.649132558616024,close_encounter
24 Sex,65.0,1.1033779189624917,5,True,1239698.8930452608,survived
24 Sex,65.0,1.1033779189624917,6,True,1239698.873272871,survived
24 Sex,65.0,1.1033779189624917,7,False,11.546139219289719,close_encounter
24 Sex,65.0,1.1033779189624917,8,False,14589.200916960668,close_encounter
24 Sex,65.0,1.1033779189624917,9,True,1239698.882660498,survived
24 Sex,65.0,1.1033779189624917,10,False,20.21091983343533,close_encounter
24 Sex,65.0,1.1033779189624917,11,False,40.30249664045288,close_encounter
24 Sex,65.0,1.1033779189624917,12,True,1239698.8741947666,survived
24 Sex,65.0,1.1033779189624917,13,True,1239698.8728970268,survived
24 Sex,65.0,1.1033779189624917,14,True,1239698.8590777656,survived
24 Sex,65.0,1.1033779189624917,15,True,1239698.8558972254,survived
24 Sex,65.0,1.1033779189624917,16,False,631.9125763785291,close_encounter
24 Sex,65.0,1.1033779189624917,17,False,2976.3880572765443,close_encounter
24 Sex,65.0,1.1033779189624917,18,False,797.3061114827344,close_encounter
24 Sex,65.0,1.1033779189624917,19,False,43.63866080179169,close_encounter
24 Sex,60.0,1.1547005383792517,0,False,3429.391565067939,close_encounter
24 Sex,60.0,1.1547005383792517,1,False,0.2189663356308521,close_encounter
24 Sex,60.0,1.1547005383792517,2,False,0.424659163574298,close_encounter
24 Sex,60.0,1.1547005383792517,3,False,17.019241487202393,close_encounter
24 Sex,60.0,1.1547005383792517,4,False,1187.4503355322822,close_encounter
24 Sex,60.0,1.1547005383792517,5,True,1239698.873786634,survived
24 Sex,60.0,1.1547005383792517,6,True,1239698.8802838812,survived
24 Sex,60.0,1.1547005383792517,7,True,1239698.8821929956,survived
24 Sex,60.0,1.1547005383792517,8,False,238.7980545708199,close_encounter
24 Sex,60.0,1.1547005383792517,9,False,155.3416966229412,close_encounter
24 Sex,60.0,1.1547005383792517,10,False,6.977895921533496,close_encounter
24 Sex,60.0,1.1547005383792517,11,False,1059.5856839525575,close_encounter
24 Sex,60.0,1.1547005383792517,12,False,69289.38764524339,close_encounter
24 Sex,60.0,1.1547005383792517,13,False,0.3903666333439724,close_encounter
24 Sex,60.0,1.1547005383792517,14,False,14455.800652971866,close_encounter
24 Sex,60.0,1.1547005383792517,15,False,82.05854500081813,close_encounter
24 Sex,60.0,1.1547005383792517,16,False,159.88764268310663,close_encounter
24 Sex,60.0,1.1547005383792517,17,False,6747.28935211382,close_encounter
24 Sex,60.0,1.1547005383792517,18,False,457.9971651778432,close_encounter
24 Sex,60.0,1.1547005383792517,19,False,2.495415360966466,close_encounter
24 Sex,55.0,1.220774588761456,0,False,0.4050917440773002,close_encounter
24 Sex,55.0,1.220774588761456,1,False,3865.110694576718,close_encounter
24 Sex,55.0,1.220774588761456,2,False,254.96016041761175,close_encounter
24 Sex,55.0,1.220774588761456,3,False,12250.25889146603,close_encounter
24 Sex,55.0,1.220774588761456,4,False,35.55438754435403,close_encounter
24 Sex,55.0,1.220774588761456,5,False,27.617318273210426,close_encounter
24 Sex,55.0,1.220774588761456,6,True,1239698.8494322798,survived
24 Sex,55.0,1.220774588761456,7,False,6.775413936259907,close_encounter
24 Sex,55.0,1.220774588761456,8,False,0.28236814312811237,close_encounter
24 Sex,55.0,1.220774588761456,9,False,543176.9288832966,escape
24 Sex,55.0,1.220774588761456,10,True,1239698.8677355219,survived
24 Sex,55.0,1.220774588761456,11,False,45436.42074433896,escape
24 Sex,55.0,1.220774588761456,12,False,658321.1915222694,close_encounter
24 Sex,55.0,1.220774588761456,13,True,1239698.862564292,survived
24 Sex,55.0,1.220774588761456,14,False,16054.168407373516,close_encounter
24 Sex,55.0,1.220774588761456,15,False,16.229215144574013,close_encounter
24 Sex,55.0,1.220774588761456,16,False,74813.924363391,close_encounter
24 Sex,55.0,1.220774588761456,17,False,7958.371261110132,close_encounter
24 Sex,55.0,1.220774588761456,18,False,1313.016127242669,close_encounter
24 Sex,55.0,1.220774588761456,19,True,1239698.8842084743,survived
24 Sex,50.0,1.3054072893322786,0,False,0.3245647643162241,close_encounter
24 Sex,50.0,1.3054072893322786,1,True,1239698.8838161344,survived
24 Sex,50.0,1.3054072893322786,2,False,8775.981775407188,close_encounter
24 Sex,50.0,1.3054072893322786,3,True,1239698.8742193668,survived
24 Sex,50.0,1.3054072893322786,4,False,4.95505629940475,close_encounter
24 Sex,50.0,1.3054072893322786,5,True,1239698.8453907294,survived
24 Sex,50.0,1.3054072893322786,6,False,305823.0600325173,close_encounter
24 Sex,50.0,1.3054072893322786,7,False,60.78376861099166,close_encounter
24 Sex,50.0,1.3054072893322786,8,False,717.5850166681588,close_encounter
24 Sex,50.0,1.3054072893322786,9,False,38.98141292356889,close_encounter
24 Sex,50.0,1.3054072893322786,10,True,1239698.8453568793,survived
24 Sex,50.0,1.3054072893322786,11,True,1239698.8717244144,survived
24 Sex,50.0,1.3054072893322786,12,False,46.06707069785747,close_encounter
24 Sex,50.0,1.3054072893322786,13,False,15.34167131886432,close_encounter
24 Sex,50.0,1.3054072893322786,14,False,13.872789559890204,close_encounter
24 Sex,50.0,1.3054072893322786,15,False,110.79338090132333,close_encounter
24 Sex,50.0,1.3054072893322786,16,False,7886.485416070993,close_encounter
24 Sex,50.0,1.3054072893322786,17,False,120.43923251466829,close_encounter
24 Sex,50.0,1.3054072893322786,18,False,547.5995947990884,close_encounter
24 Sex,50.0,1.3054072893322786,19,False,5053.769376421294,close_encounter
24 Sex,45.0,1.4142135623730951,0,False,1093.8873438723851,close_encounter
24 Sex,45.0,1.4142135623730951,1,False,191.23266552200167,close_encounter
24 Sex,45.0,1.4142135623730951,2,False,107.9336085027413,close_encounter
24 Sex,45.0,1.4142135623730951,3,True,1239698.8534199486,survived
24 Sex,45.0,1.4142135623730951,4,False,8282.41956675747,close_encounter
24 Sex,45.0,1.4142135623730951,5,False,746.7122191965855,close_encounter
24 Sex,45.0,1.4142135623730951,6,False,14.077770729261978,close_encounter
24 Sex,45.0,1.4142135623730951,7,False,11.905710876051959,close_encounter
24 Sex,45.0,1.4142135623730951,8,False,44591.00629944816,escape
24 Sex,45.0,1.4142135623730951,9,False,3827.762915788653,close_encounter
24 Sex,45.0,1.4142135623730951,10,False,1195.3793317214688,close_encounter
24 Sex,45.0,1.4142135623730951,11,False,6574.577831455979,close_encounter
24 Sex,45.0,1.4142135623730951,12,False,414488.27317242156,close_encounter
24 Sex,45.0,1.4142135623730951,13,False,48673.37664303888,escape
24 Sex,45.0,1.4142135623730951,14,False,20.54997016446171,close_encounter
24 Sex,45.0,1.4142135623730951,15,True,1239698.8879812812,survived
24 Sex,45.0,1.4142135623730951,16,False,30.10591549214168,close_encounter
24 Sex,45.0,1.4142135623730951,17,False,31.354539194736166,close_encounter
24 Sex,45.0,1.4142135623730951,18,False,913.311968633374,close_encounter
24 Sex,45.0,1.4142135623730951,19,False,26.999660102974413,close_encounter
24 Sex,40.0,1.5557238268604126,0,False,38403.994043333514,close_encounter
24 Sex,40.0,1.5557238268604126,1,False,62.81573453416271,close_encounter
24 Sex,40.0,1.5557238268604126,2,False,102.24963842560106,close_encounter
24 Sex,40.0,1.5557238268604126,3,False,26.64997569293282,close_encounter
24 Sex,40.0,1.5557238268604126,4,True,1239698.8609758236,survived
24 Sex,40.0,1.5557238268604126,5,False,34.96072303639875,close_encounter
24 Sex,40.0,1.5557238268604126,6,True,1239698.890996899,survived
